	URL	Anime Section	Description
52	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Akatsuki Suppression Mission	When the Ten-Tails suddenly disappears from the battlefield, Sakura asks what Hinata saw with her Byakugan. Hinata explains that she saw the Ten-Tails being absorbed into Obito, meaning he has become its jinchūriki. Because of the abilities this grants Obito, Hinata and most of the rest of the Alliance stand no chance against him and must leave the fighting to others such as Naruto and Sasuke. But Hinata remains alert for opportunities to contribute and pitches in when they emerge, first by joining the rest of the Konoha 11 in hitting Obito with one of Naruto's Rasengan, and then by assisting the rest of the Alliance with pulling the tailed beasts' chakra from Obito's body.
53	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Akatsuki Suppression Mission	With Obito defeated, Naruto goes off to fight Madara, leaving the Allied Shinobi Forces to fight a final Zetsu. As they struggle against the Zetsu, Kiba senses Naruto's return to their battlefield and Hinata seeks him out with her Byakugan. She becomes horrified as she notices that his heartbeat is slowing and runs to him to provide assistance, but she collapses from exhaustion midway and can only plead Neji to help Naruto. When Madara cast the Infinite Tsukuyomi upon the world, Hinata alongside most people are immobilised by the genjutsu and restrained by the Ten-Tails' roots.
54	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Akatsuki Suppression Mission	While trapped, Hinata dreams of sitting on a park bench with Naruto while they are watched in secret by Neji and Hanabi. Naruto and Sasuke eventually release the Infinite Tsukuyomi, freeing Hinata and the rest of the world and thus ending the Fourth Shinobi World War. They all return to Konoha to bury the dead from the war, with Team Kurenai and Naruto paying their respects at the mass funeral.
55	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Itachi Pursuit Mission	Teams 7 and 8 are combined into an Eight Man Squad with the mission of locating Sasuke or Itachi Uchiha. When they split up to search, Naruto, because he's a target of Akatsuki, is given a protective escort in the form of Hinata, Yamato, and Bull. Their group is soon confronted by Kabuto Yakushi, who offers them intel on Akatsuki and its members. Noticing something strange about Kabuto, Hinata examines him with her Byakugan and discovers that a third of his body has been taken over by Orochimaru's remains. Kabuto escapes and they later regroup with the rest of the team. Kiba is able to find Sasuke's trail, which they begin following.
56	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Itachi Pursuit Mission	When Pain's Assault on Konoha begins, Hinata joins her teammates in defending the village. Pain later destroys the village, but Hinata is saved from harm by Katsuyu. Hinata's bodyguard, Kō Hyūga, is not as fortunate, but he refuses Hinata's attempts to find him medical attention. Hinata watches as Naruto fights Pain alone, initially obeying Katsuyu's and Kō's instructions not to interfere. After Naruto is captured by Pain's Deva Path, however, Hinata does not hesitate to come to his defence, forcing the Deva Path away from him. Naruto pleads for her to run away, telling her that she can't defeat Pain. Despite knowing this already, she tells Naruto that she will fight Pain because, after years of watching him and improving herself by following his example, Hinata loves Naruto and will do what she can to protect him.
57	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Itachi Pursuit Mission	Hinata starts attacking the Deva Path with her Gentle Step Twin Lion Fists. In the anime, she succeeds in removing some of the black receivers that restrains Naruto and even hitting the Deva Path, but the outcome remains the same: the Deva Path quickly defeats her with Shinra Tensei. The Deva Path then stabs her with another black receiver, leading Naruto to believe Hinata has been killed and thus causing him to enter a version 2 form. Hinata, however, is still alive, and when Team Guy finds her, Neji gets her immediate medical attention. Sakura Haruno heals Hinata's injuries, allowing her to tearfully join in the village's celebration when Naruto returns after defeating Pain.
58	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Itachi Pursuit Mission	News reaches Konoha of Sasuke's recent activity with Akatsuki, specifically his attack against Kumogakure-ninja. Hinata and the rest of the Konoha 11 (while Naruto was absent) decide that Sasuke can no longer be allowed to implicate Konoha in his criminal deeds and they resolve to personally kill him. When Naruto returns to Konoha after learning of this and having his own confrontation with Sasuke, he requests that they leave dealing with Sasuke to him.
59	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Itachi Pursuit Mission	In the anime, Hinata was present at the Hyūga clan meeting convened by her father, Hiashi. After hearing Hiashi declaration that Neji was to lead the clan's forces during the Fourth Shinobi World War, she was quite shocked. After the meeting she overheard Kō contest with her father about his decision, reminding him of how much Hinata had grown and that she was from the main house. Hiashi, however, told him that it wasn't because he lacked faith in Hinata but because she still lacked enough self-confidence to lead the shinobi during war.[52]
60	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Itachi Pursuit Mission	Later, Hinata met with Kurenai and was told that several members of the Konoha 11 have encountered Naruto while he traveled to the Land of Lightning. When Hinata was summoned to a meeting with the Fifth Hokage, she was hopeful that she would also get sent on such a mission. After much searching for where exactly the Hokage was, Hinata was disappointed to learn that the Hokage only wanted to discuss Neji's selection to lead the Hyūga during the approaching Fourth Shinobi World War. She was later invited to Yakiniku Q to have dinner with other girls in her age group. The dinner's conversation turned to Naruto, during which Hinata realised that she doesn't need to go on a mission with Naruto to be able to help him.
61	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Itachi Pursuit Mission	When the Fourth Shinobi World War begins, Hinata is placed alongside Neji in the Second Division. Their entire division is sent to intercept a large segment of the White Zetsu Army, which Neji and Hinata join forces in attacking after Kitsuchi unearths the Zetsu army. Although the Zetsus suffer heavy casualties, their numbers are too great and the fight becomes one of attrition. After a day of fighting, Neji collapses from exhaustion, at which point Hinata takes responsibility for monitoring the Second Division's perimeter with her Byakugan. Shino encourages her not to over-exert herself, but she assures him that she doesn't mind since she's fighting to keep Naruto safe.
62	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Itachi Pursuit Mission	In the anime, Hinata, Kiba, and Shino investigate a possible breach of the Allied Shinobi Forces' perimeter. They discover several White Zetsus within Allied territory, and in the fight to destroy them Hinata is knocked unconscious. One Zetsu impersonates her and successfully pretends to be her for a time using its knowledge of her feelings for Naruto, but Kiba and Shino eventually discover it and, after defeating it, rescue Hinata. On the second day of the war, Hinata helps members of the Second Division escape the area of Neji's fight with the reincarnated Kidōmaru. She later finds Neji unconscious with Kiba and Akamaru. Hinata examines their bodies with her Byakugan and discovers that their chakra flow has completely stopped. She reports this to Inoichi Yamanaka, who is able to use the information to help Naruto save them. Hinata tearfully hugs Neji when he wakes up.
63	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Itachi Pursuit Mission	With all levels of the Allied Shinobi Forces infiltrated by disguised White Zetsus, Hinata and the others are placed on high alert due to periodic surprise attacks by what they thought were their allies. When Naruto reaches the Second Division's location he starts identifying and defeating the disguised Zetsus, including three that attempt to attack Hinata. Although Neji is suspicious that Naruto may also be a White Zetsu, Hinata insists it's the real Naruto, which she can tell by looking in his eyes. Hinata apologises to Naruto for the suspicion he's receiving and regrets that he is still needing to save her when she's the one trying to fight for him. Naruto reassures her that she's strong enough to look after herself; he's merely returning the favour for all the times in the past she's helped him. She silently thanks him as he leaves.
64	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Itachi Pursuit Mission	Hinata and the rest of the Allied Shinobi Forces are sent to assist Naruto in his battle with the Ten-Tails. Recognising how crucial Naruto is to the war's victory, Hinata, Neji, and Hiashi join forces to block attacks directed at him. Neji and Hiashi quickly become preoccupied protecting other Allies from the Ten-Tails too, leaving only Hinata to defend Naruto. The Ten-Tails fires several volleys of wood projectiles at him, which Hinata uses her body to defend him from. Neji in turn uses his body to defend her and is mortally wounded because of it. Watching Hinata crying for him as he dies, Neji observes that Hinata was willing to die for Naruto, which he uses as evidence that Naruto is responsible for more lives than his own. He then dies from his injuries.
65	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Itachi Pursuit Mission	Naruto is disheartened by the deaths of Neji and others in the Alliance. When he starts to show signs of giving up, Hinata brings him back senses by reminding him of his vow to not let any of his friends die. Although Neji may be dead, he will live on so long as others continue the fight that he gave his life for. Therefore, Naruto must stay true to the creed he has been using for so long and that she has long since adopted for herself: to not give up. Naruto's resolve is renewed and he thanks her for standing by his side. He then takes her hand and transfers some chakra to her, giving her a version 1-like shroud that protects her and augments her attacks against the Ten-Tails.
66	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Itachi Pursuit Mission	As Naruto leads the Alliance's attacks against the Ten-Tails, his arm becomes dislocated. Hinata sets it back in place, allowing him to remove the Ten-Tails from the control of Madara and Obito Uchiha. The extended fighting eventually starts to tire Naruto out, so Hinata rallies a defence around him while Sakura Haruno heals him. She later joins Team 8's attack on the Ten-Tails' clones: she starts performing the Eight Trigrams Sixty-Four Palms on a Ten-Tails mini-clone, but stumbles midway and fears she may not be able to complete it. By thinking of Neji and Naruto, she finds the resolve to follow through to its end and defeats the clone. She then prepares to use her Gentle Step Twin Lion Fists.
67	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Itachi Pursuit Mission	When the Ten-Tails suddenly disappears from the battlefield, Sakura asks what Hinata saw with her Byakugan. Hinata explains that she saw the Ten-Tails being absorbed into Obito, meaning he has become its jinchūriki. Because of the abilities this grants Obito, Hinata and most of the rest of the Alliance stand no chance against him and must leave the fighting to others such as Naruto and Sasuke. But Hinata remains alert for opportunities to contribute and pitches in when they emerge, first by joining the rest of the Konoha 11 in hitting Obito with one of Naruto's Rasengan, and then by assisting the rest of the Alliance with pulling the tailed beasts' chakra from Obito's body.
68	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Itachi Pursuit Mission	With Obito defeated, Naruto goes off to fight Madara, leaving the Allied Shinobi Forces to fight a final Zetsu. As they struggle against the Zetsu, Kiba senses Naruto's return to their battlefield and Hinata seeks him out with her Byakugan. She becomes horrified as she notices that his heartbeat is slowing and runs to him to provide assistance, but she collapses from exhaustion midway and can only plead Neji to help Naruto. When Madara cast the Infinite Tsukuyomi upon the world, Hinata alongside most people are immobilised by the genjutsu and restrained by the Ten-Tails' roots.
69	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Itachi Pursuit Mission	While trapped, Hinata dreams of sitting on a park bench with Naruto while they are watched in secret by Neji and Hanabi. Naruto and Sasuke eventually release the Infinite Tsukuyomi, freeing Hinata and the rest of the world and thus ending the Fourth Shinobi World War. They all return to Konoha to bury the dead from the war, with Team Kurenai and Naruto paying their respects at the mass funeral.
70	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Fated Battle Between Brothers	When Pain's Assault on Konoha begins, Hinata joins her teammates in defending the village. Pain later destroys the village, but Hinata is saved from harm by Katsuyu. Hinata's bodyguard, Kō Hyūga, is not as fortunate, but he refuses Hinata's attempts to find him medical attention. Hinata watches as Naruto fights Pain alone, initially obeying Katsuyu's and Kō's instructions not to interfere. After Naruto is captured by Pain's Deva Path, however, Hinata does not hesitate to come to his defence, forcing the Deva Path away from him. Naruto pleads for her to run away, telling her that she can't defeat Pain. Despite knowing this already, she tells Naruto that she will fight Pain because, after years of watching him and improving herself by following his example, Hinata loves Naruto and will do what she can to protect him.
71	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Fated Battle Between Brothers	Hinata starts attacking the Deva Path with her Gentle Step Twin Lion Fists. In the anime, she succeeds in removing some of the black receivers that restrains Naruto and even hitting the Deva Path, but the outcome remains the same: the Deva Path quickly defeats her with Shinra Tensei. The Deva Path then stabs her with another black receiver, leading Naruto to believe Hinata has been killed and thus causing him to enter a version 2 form. Hinata, however, is still alive, and when Team Guy finds her, Neji gets her immediate medical attention. Sakura Haruno heals Hinata's injuries, allowing her to tearfully join in the village's celebration when Naruto returns after defeating Pain.
72	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Fated Battle Between Brothers	News reaches Konoha of Sasuke's recent activity with Akatsuki, specifically his attack against Kumogakure-ninja. Hinata and the rest of the Konoha 11 (while Naruto was absent) decide that Sasuke can no longer be allowed to implicate Konoha in his criminal deeds and they resolve to personally kill him. When Naruto returns to Konoha after learning of this and having his own confrontation with Sasuke, he requests that they leave dealing with Sasuke to him.
73	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Fated Battle Between Brothers	In the anime, Hinata was present at the Hyūga clan meeting convened by her father, Hiashi. After hearing Hiashi declaration that Neji was to lead the clan's forces during the Fourth Shinobi World War, she was quite shocked. After the meeting she overheard Kō contest with her father about his decision, reminding him of how much Hinata had grown and that she was from the main house. Hiashi, however, told him that it wasn't because he lacked faith in Hinata but because she still lacked enough self-confidence to lead the shinobi during war.
74	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Fated Battle Between Brothers	Later, Hinata met with Kurenai and was told that several members of the Konoha 11 have encountered Naruto while he traveled to the Land of Lightning. When Hinata was summoned to a meeting with the Fifth Hokage, she was hopeful that she would also get sent on such a mission. After much searching for where exactly the Hokage was, Hinata was disappointed to learn that the Hokage only wanted to discuss Neji's selection to lead the Hyūga during the approaching Fourth Shinobi World War. She was later invited to Yakiniku Q to have dinner with other girls in her age group. The dinner's conversation turned to Naruto, during which Hinata realised that she doesn't need to go on a mission with Naruto to be able to help him.
75	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Fated Battle Between Brothers	When the Fourth Shinobi World War begins, Hinata is placed alongside Neji in the Second Division. Their entire division is sent to intercept a large segment of the White Zetsu Army, which Neji and Hinata join forces in attacking after Kitsuchi unearths the Zetsu army. Although the Zetsus suffer heavy casualties, their numbers are too great and the fight becomes one of attrition. After a day of fighting, Neji collapses from exhaustion, at which point Hinata takes responsibility for monitoring the Second Division's perimeter with her Byakugan. Shino encourages her not to over-exert herself, but she assures him that she doesn't mind since she's fighting to keep Naruto safe.
76	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Fated Battle Between Brothers	In the anime, Hinata, Kiba, and Shino investigate a possible breach of the Allied Shinobi Forces' perimeter. They discover several White Zetsus within Allied territory, and in the fight to destroy them Hinata is knocked unconscious. One Zetsu impersonates her and successfully pretends to be her for a time using its knowledge of her feelings for Naruto, but Kiba and Shino eventually discover it and, after defeating it, rescue Hinata. On the second day of the war, Hinata helps members of the Second Division escape the area of Neji's fight with the reincarnated Kidōmaru. She later finds Neji unconscious with Kiba and Akamaru. Hinata examines their bodies with her Byakugan and discovers that their chakra flow has completely stopped. She reports this to Inoichi Yamanaka, who is able to use the information to help Naruto save them. Hinata tearfully hugs Neji when he wakes up.
77	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Fated Battle Between Brothers	With all levels of the Allied Shinobi Forces infiltrated by disguised White Zetsus, Hinata and the others are placed on high alert due to periodic surprise attacks by what they thought were their allies. When Naruto reaches the Second Division's location he starts identifying and defeating the disguised Zetsus, including three that attempt to attack Hinata. Although Neji is suspicious that Naruto may also be a White Zetsu, Hinata insists it's the real Naruto, which she can tell by looking in his eyes. Hinata apologises to Naruto for the suspicion he's receiving and regrets that he is still needing to save her when she's the one trying to fight for him. Naruto reassures her that she's strong enough to look after herself; he's merely returning the favour for all the times in the past she's helped him. She silently thanks him as he leaves.
78	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Fated Battle Between Brothers	Hinata and the rest of the Allied Shinobi Forces are sent to assist Naruto in his battle with the Ten-Tails. Recognising how crucial Naruto is to the war's victory, Hinata, Neji, and Hiashi join forces to block attacks directed at him. Neji and Hiashi quickly become preoccupied protecting other Allies from the Ten-Tails too, leaving only Hinata to defend Naruto. The Ten-Tails fires several volleys of wood projectiles at him, which Hinata uses her body to defend him from. Neji in turn uses his body to defend her and is mortally wounded because of it. Watching Hinata crying for him as he dies, Neji observes that Hinata was willing to die for Naruto, which he uses as evidence that Naruto is responsible for more lives than his own. He then dies from his injuries.
79	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Fated Battle Between Brothers	Naruto is disheartened by the deaths of Neji and others in the Alliance. When he starts to show signs of giving up, Hinata brings him back senses by reminding him of his vow to not let any of his friends die. Although Neji may be dead, he will live on so long as others continue the fight that he gave his life for. Therefore, Naruto must stay true to the creed he has been using for so long and that she has long since adopted for herself: to not give up. Naruto's resolve is renewed and he thanks her for standing by his side. He then takes her hand and transfers some chakra to her, giving her a version 1-like shroud that protects her and augments her attacks against the Ten-Tails.
80	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Fated Battle Between Brothers	As Naruto leads the Alliance's attacks against the Ten-Tails, his arm becomes dislocated. Hinata sets it back in place, allowing him to remove the Ten-Tails from the control of Madara and Obito Uchiha. The extended fighting eventually starts to tire Naruto out, so Hinata rallies a defence around him while Sakura Haruno heals him. She later joins Team 8's attack on the Ten-Tails' clones: she starts performing the Eight Trigrams Sixty-Four Palms on a Ten-Tails mini-clone, but stumbles midway and fears she may not be able to complete it. By thinking of Neji and Naruto, she finds the resolve to follow through to its end and defeats the clone. She then prepares to use her Gentle Step Twin Lion Fists.
81	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Fated Battle Between Brothers	When the Ten-Tails suddenly disappears from the battlefield, Sakura asks what Hinata saw with her Byakugan. Hinata explains that she saw the Ten-Tails being absorbed into Obito, meaning he has become its jinchūriki. Because of the abilities this grants Obito, Hinata and most of the rest of the Alliance stand no chance against him and must leave the fighting to others such as Naruto and Sasuke. But Hinata remains alert for opportunities to contribute and pitches in when they emerge, first by joining the rest of the Konoha 11 in hitting Obito with one of Naruto's Rasengan, and then by assisting the rest of the Alliance with pulling the tailed beasts' chakra from Obito's body.
82	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Fated Battle Between Brothers	With Obito defeated, Naruto goes off to fight Madara, leaving the Allied Shinobi Forces to fight a final Zetsu. As they struggle against the Zetsu, Kiba senses Naruto's return to their battlefield and Hinata seeks him out with her Byakugan. She becomes horrified as she notices that his heartbeat is slowing and runs to him to provide assistance, but she collapses from exhaustion midway and can only plead Neji to help Naruto. When Madara cast the Infinite Tsukuyomi upon the world, Hinata alongside most people are immobilised by the genjutsu and restrained by the Ten-Tails' roots.
83	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Fated Battle Between Brothers	While trapped, Hinata dreams of sitting on a park bench with Naruto while they are watched in secret by Neji and Hanabi. Naruto and Sasuke eventually release the Infinite Tsukuyomi, freeing Hinata and the rest of the world and thus ending the Fourth Shinobi World War. They all return to Konoha to bury the dead from the war, with Team Kurenai and Naruto paying their respects at the mass funeral.
84	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Six-Tails Unleashed	When Pain's Assault on Konoha begins, Hinata joins her teammates in defending the village. Pain later destroys the village, but Hinata is saved from harm by Katsuyu. Hinata's bodyguard, Kō Hyūga, is not as fortunate, but he refuses Hinata's attempts to find him medical attention. Hinata watches as Naruto fights Pain alone, initially obeying Katsuyu's and Kō's instructions not to interfere. After Naruto is captured by Pain's Deva Path, however, Hinata does not hesitate to come to his defence, forcing the Deva Path away from him. Naruto pleads for her to run away, telling her that she can't defeat Pain. Despite knowing this already, she tells Naruto that she will fight Pain because, after years of watching him and improving herself by following his example, Hinata loves Naruto and will do what she can to protect him.
85	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Six-Tails Unleashed	Hinata starts attacking the Deva Path with her Gentle Step Twin Lion Fists. In the anime, she succeeds in removing some of the black receivers that restrains Naruto and even hitting the Deva Path, but the outcome remains the same: the Deva Path quickly defeats her with Shinra Tensei. The Deva Path then stabs her with another black receiver, leading Naruto to believe Hinata has been killed and thus causing him to enter a version 2 form. Hinata, however, is still alive, and when Team Guy finds her, Neji gets her immediate medical attention. Sakura Haruno heals Hinata's injuries, allowing her to tearfully join in the village's celebration when Naruto returns after defeating Pain.
86	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Six-Tails Unleashed	News reaches Konoha of Sasuke's recent activity with Akatsuki, specifically his attack against Kumogakure-ninja. Hinata and the rest of the Konoha 11 (while Naruto was absent) decide that Sasuke can no longer be allowed to implicate Konoha in his criminal deeds and they resolve to personally kill him. When Naruto returns to Konoha after learning of this and having his own confrontation with Sasuke, he requests that they leave dealing with Sasuke to him.
87	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Six-Tails Unleashed	In the anime, Hinata was present at the Hyūga clan meeting convened by her father, Hiashi. After hearing Hiashi declaration that Neji was to lead the clan's forces during the Fourth Shinobi World War, she was quite shocked. After the meeting she overheard Kō contest with her father about his decision, reminding him of how much Hinata had grown and that she was from the main house. Hiashi, however, told him that it wasn't because he lacked faith in Hinata but because she still lacked enough self-confidence to lead the shinobi during war.
88	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Six-Tails Unleashed	Later, Hinata met with Kurenai and was told that several members of the Konoha 11 have encountered Naruto while he traveled to the Land of Lightning. When Hinata was summoned to a meeting with the Fifth Hokage, she was hopeful that she would also get sent on such a mission. After much searching for where exactly the Hokage was, Hinata was disappointed to learn that the Hokage only wanted to discuss Neji's selection to lead the Hyūga during the approaching Fourth Shinobi World War. She was later invited to Yakiniku Q to have dinner with other girls in her age group. The dinner's conversation turned to Naruto, during which Hinata realised that she doesn't need to go on a mission with Naruto to be able to help him.
89	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Six-Tails Unleashed	When the Fourth Shinobi World War begins, Hinata is placed alongside Neji in the Second Division. Their entire division is sent to intercept a large segment of the White Zetsu Army, which Neji and Hinata join forces in attacking after Kitsuchi unearths the Zetsu army. Although the Zetsus suffer heavy casualties, their numbers are too great and the fight becomes one of attrition. After a day of fighting, Neji collapses from exhaustion, at which point Hinata takes responsibility for monitoring the Second Division's perimeter with her Byakugan. Shino encourages her not to over-exert herself, but she assures him that she doesn't mind since she's fighting to keep Naruto safe.
90	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Six-Tails Unleashed	In the anime, Hinata, Kiba, and Shino investigate a possible breach of the Allied Shinobi Forces' perimeter. They discover several White Zetsus within Allied territory, and in the fight to destroy them Hinata is knocked unconscious. One Zetsu impersonates her and successfully pretends to be her for a time using its knowledge of her feelings for Naruto, but Kiba and Shino eventually discover it and, after defeating it, rescue Hinata. On the second day of the war, Hinata helps members of the Second Division escape the area of Neji's fight with the reincarnated Kidōmaru. She later finds Neji unconscious with Kiba and Akamaru. Hinata examines their bodies with her Byakugan and discovers that their chakra flow has completely stopped. She reports this to Inoichi Yamanaka, who is able to use the information to help Naruto save them. Hinata tearfully hugs Neji when he wakes up.
91	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Six-Tails Unleashed	With all levels of the Allied Shinobi Forces infiltrated by disguised White Zetsus, Hinata and the others are placed on high alert due to periodic surprise attacks by what they thought were their allies. When Naruto reaches the Second Division's location he starts identifying and defeating the disguised Zetsus, including three that attempt to attack Hinata. Although Neji is suspicious that Naruto may also be a White Zetsu, Hinata insists it's the real Naruto, which she can tell by looking in his eyes. Hinata apologises to Naruto for the suspicion he's receiving and regrets that he is still needing to save her when she's the one trying to fight for him. Naruto reassures her that she's strong enough to look after herself; he's merely returning the favour for all the times in the past she's helped him. She silently thanks him as he leaves.
92	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Six-Tails Unleashed	Hinata and the rest of the Allied Shinobi Forces are sent to assist Naruto in his battle with the Ten-Tails. Recognising how crucial Naruto is to the war's victory, Hinata, Neji, and Hiashi join forces to block attacks directed at him. Neji and Hiashi quickly become preoccupied protecting other Allies from the Ten-Tails too, leaving only Hinata to defend Naruto. The Ten-Tails fires several volleys of wood projectiles at him, which Hinata uses her body to defend him from. Neji in turn uses his body to defend her and is mortally wounded because of it. Watching Hinata crying for him as he dies, Neji observes that Hinata was willing to die for Naruto, which he uses as evidence that Naruto is responsible for more lives than his own. He then dies from his injuries.
93	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Six-Tails Unleashed	Naruto is disheartened by the deaths of Neji and others in the Alliance. When he starts to show signs of giving up, Hinata brings him back senses by reminding him of his vow to not let any of his friends die. Although Neji may be dead, he will live on so long as others continue the fight that he gave his life for. Therefore, Naruto must stay true to the creed he has been using for so long and that she has long since adopted for herself: to not give up. Naruto's resolve is renewed and he thanks her for standing by his side. He then takes her hand and transfers some chakra to her, giving her a version 1-like shroud that protects her and augments her attacks against the Ten-Tails.
94	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Six-Tails Unleashed	As Naruto leads the Alliance's attacks against the Ten-Tails, his arm becomes dislocated. Hinata sets it back in place, allowing him to remove the Ten-Tails from the control of Madara and Obito Uchiha. The extended fighting eventually starts to tire Naruto out, so Hinata rallies a defence around him while Sakura Haruno heals him. She later joins Team 8's attack on the Ten-Tails' clones: she starts performing the Eight Trigrams Sixty-Four Palms on a Ten-Tails mini-clone, but stumbles midway and fears she may not be able to complete it. By thinking of Neji and Naruto, she finds the resolve to follow through to its end and defeats the clone. She then prepares to use her Gentle Step Twin Lion Fists.
95	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Six-Tails Unleashed	When the Ten-Tails suddenly disappears from the battlefield, Sakura asks what Hinata saw with her Byakugan. Hinata explains that she saw the Ten-Tails being absorbed into Obito, meaning he has become its jinchūriki. Because of the abilities this grants Obito, Hinata and most of the rest of the Alliance stand no chance against him and must leave the fighting to others such as Naruto and Sasuke. But Hinata remains alert for opportunities to contribute and pitches in when they emerge, first by joining the rest of the Konoha 11 in hitting Obito with one of Naruto's Rasengan, and then by assisting the rest of the Alliance with pulling the tailed beasts' chakra from Obito's body.
96	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Six-Tails Unleashed	With Obito defeated, Naruto goes off to fight Madara, leaving the Allied Shinobi Forces to fight a final Zetsu. As they struggle against the Zetsu, Kiba senses Naruto's return to their battlefield and Hinata seeks him out with her Byakugan. She becomes horrified as she notices that his heartbeat is slowing and runs to him to provide assistance, but she collapses from exhaustion midway and can only plead Neji to help Naruto. When Madara cast the Infinite Tsukuyomi upon the world, Hinata alongside most people are immobilised by the genjutsu and restrained by the Ten-Tails' roots.
97	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Six-Tails Unleashed	While trapped, Hinata dreams of sitting on a park bench with Naruto while they are watched in secret by Neji and Hanabi. Naruto and Sasuke eventually release the Infinite Tsukuyomi, freeing Hinata and the rest of the world and thus ending the Fourth Shinobi World War. They all return to Konoha to bury the dead from the war, with Team Kurenai and Naruto paying their respects at the mass funeral.
98	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Five Kage Summit	News reaches Konoha of Sasuke's recent activity with Akatsuki, specifically his attack against Kumogakure-ninja. Hinata and the rest of the Konoha 11 (while Naruto was absent) decide that Sasuke can no longer be allowed to implicate Konoha in his criminal deeds and they resolve to personally kill him. When Naruto returns to Konoha after learning of this and having his own confrontation with Sasuke, he requests that they leave dealing with Sasuke to him.
99	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Five Kage Summit	In the anime, Hinata was present at the Hyūga clan meeting convened by her father, Hiashi. After hearing Hiashi declaration that Neji was to lead the clan's forces during the Fourth Shinobi World War, she was quite shocked. After the meeting she overheard Kō contest with her father about his decision, reminding him of how much Hinata had grown and that she was from the main house. Hiashi, however, told him that it wasn't because he lacked faith in Hinata but because she still lacked enough self-confidence to lead the shinobi during war.
100	https://naruto.fandom.com/wiki/Hinata_Hy%C5%ABga	Five Kage Summit	Later, Hinata met with Kurenai and was told that several members of the Konoha 11 have encountered Naruto while he traveled to the Land of Lightning. When Hinata was summoned to a meeting with the Fifth Hokage, she was hopeful that she would also get sent on such a mission. After much searching for where exactly the Hokage was, Hinata was disappointed to learn that the Hokage only wanted to discuss Neji's selection to lead the Hyūga during the approaching Fourth Shinobi World War. She was later invited to Yakiniku Q to have dinner with other girls in her age group. The dinner's conversation turned to Naruto, during which Hinata realised that she doesn't need to go on a mission with Naruto to be able to help him.
