url	movie	type	text	source
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Doctor Strange	Dialogue	"""The language of the mystic arts is as old as civilization. The sorcerers of antiquity called the use of this language ""spells"". But if that word offends your modern sensibilities, you can call it ""program"". The source code that shapes reality. We harness energy drawn from other dimensions of the Multiverse, to cast spells, conjure shields and weapons to make Magic.""""But... even if my fingers could do that, My hands would just be waving in the air. I mean, how do I get from here to there?""""How did you get to reattach severed nerves, and put a human spine back together bone by bone?""""Study and practice. Years of it."""	The Ancient One and Stephen Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Doctor Strange	Dialogue	"""You cannot beat a river into submission. You have to surrender to its current, and use its power as your own.""""I... I control it by surrendering control? That doesn't make any sense.""""Not everything does. Not everything has to. Your intellect has taken you far in life. But it will take you no further. Surrender, Stephen. Silence your ego and your power will rise."""	The Ancient One and Stephen Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Doctor Strange	Dialogue	"""How long have you been at Kamar-Taj, Mister...?""""Doctor.""""Mister Doctor?""""It's Strange.""""Maybe. Who am I to judge?"""	Kaecilius and Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Doctor Strange	Dialogue	"""Did you heal a man named Pangborn, a paralyzed man?""""In a way.""""You helped him to walk again.""""Yes.""""How did you correct a complete C7, C8 spinal cord injury?""""I didn't correct it, He couldn't walk, I convinced him that he could.""""Your not suggesting that it was psychosomatic?""""When your reattach a severed nerve is it you who heals it or the body?""""It's the cells.""""And the cells are only programmed to put themselves back together in very specific ways.""""Right.""""What if I told you that your own body could be convinced to put itself back together in all sorts of ways?""""You're talking about cellular regeneration! That's leading-edge medical tech, is that why you're working here without a governing medical ward? Just how experimental is your treatment?""""Quite.""""So you figured out a way to reprogram nerve cells to self-heal?""""No Mister Strange, I know how to reorient the spirit. To heal your body."""""	Doctor Strange and Ancient One
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Doctor Strange	Dialogue	"""Stop! Tampering with continuum probabilities is forbidden!""""I-I-I was just doing exactly what it said in the book!""""And what did the book say about the dangers of performing that ritual?""""I don't know, I hadn't gotten to that part yet.""""Temporal manipulations can create branches in time. Unstable dimensional openings. Spatial paradoxes! Time loops! You wanna get stuck reliving the same moment over and over forever or never having existed at all?""""They really should put the warnings before this spell."""	Karl Mordo, Doctor Strange and Wong
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Doctor Strange	Dialogue	"""Where have you been?""""Well, after Western medicine failed me, I headed east, and I ended up in Kathmandu.""""Kathmandu?""""Yeah.""""What? Like the Bob Seger Song?""""1975, Beautiful Loser, side A. Yeah. And I went to a place called Kamar-Taj and I... talked to someone called ""The Ancient One."" And I...""""Oh. So you joined a cult.""""No, I didn't. No, not exactly. No. I mean... They did teach me to tap into powers that I never even knew existed.""""Yeah. That sounds like a cult.""""It's not a cult.""""Well, that's what a cultist would say.""""Oh, no.""""Wait, Stephen… What do you think you’re doing?""""I’m late for a cult meeting."""	Christine Palmer and Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Doctor Strange	Dialogue	"""So Earth has wizards now, huh?""""Tea?""""I don't drink tea.""""What do you drink?""""Not tea.""""So, I keep a watch list of individuals and beings from other realms that may be a threat to this world. Your adopted brother, Loki, is one of those beings.""""Worthy inclusion.""""Yeah. So... why bring him here to New York?""""It's a bit of a long story. Family drama, that kind of thing. But, we're looking for my father.""""Oh, okay. So if you found Odin, you'd all return to Asgard promptly?""""Oh, yes. Promptly.""""Great. Allow me to help you."""	Thor and Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Thor: Ragnarok	Promotional	"""Thor, I sense a great change in your future."""	Doctor Strange to Thor
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Thor: Ragnarok	Promotional	"""Destiny has dire plans for you my friend.""""Well, I have dire plans for destiny."""	Doctor Strange]] and Thor
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Thor: Ragnarok	Dialogue	"""Thor Odinson. God of Thunder. You can put down the umbrella.""""So Earth has wizards now?""""The preferred term is Masters of the Mystic Arts. You can leave that now.""""Alright, wizard, who are you? Why should I care?""""My name is Doctor Stephen Strange and I have some questions for you. Take a seat. Tea?""""I don’t drink tea.""""What do you drink?""""Not tea.""""So, I keep a watch list of individuals and beings from other realms that may be a threat to this world. Your adopted brother Loki is one of these beings.""""He's a worthy inclusion.""""Then why bring him here?""""We're looking for my father.""""So, if you were to tell you where Odin was, all parties concerned would promptly return to Asgard?""""Promptly.""""Great! Then I'll help you."""	Doctor Strange and Thor
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Thor: Ragnarok	Dialogue	"""If you knew where he was, why didn’t you call me?""""I have to tell you, he was adamant that he not be disturbed. Your father said he had chosen to remain in exile. And you don't have a phone.""""No, I don't have a phone, but you could have sent an electronic letter. It's called an email.""""Yeah, do you have a computer?""""No. What for? Anyway, my father is no longer in exile. So, if you could tell me where he is, I can take him home.""""Gladly. He's in Norway. I'm just seeing whether this incantation requires any Asgardian modifications. Oh, we don't need that.""""Will you stop doing that?""""I need just one strand of your hair.""""Let me explain something, my hair is not to be meddled wi-!..We could have just walked.""""He's waiting for you.""""All right.""""Don't forget your umbrella.""""Yes. Sorry… I suppose I'll need my brother back.""""Oh, yeah. Right.""""...I have been falling...for thirty minutes!""""You can handle him from here.""""Yes, of course. Thank you very much for your help.""""Good luck.""""Handle me? Who are you?""""Loki...""""You think you're some kind of sorcerer? Don't think for one minute, you second-rate...""""Alright, buh-bye!"""	Thor, Doctor Strange, and Loki
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Spoken by Stephen Strange	"""Don't let him close his fist!"""	Doctor Strange to Cloak of Levitation
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Spoken by Stephen Strange	"""Peter! Protect them. They're not dead yet."""	Doctor Strange to Spider-Man
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Spoken by Stephen Strange	"""We're in the endgame now."""	Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Spoken by Stephen Strange	"""Tony. There was no other way."""	Doctor Strange to Tony Stark
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Spoken about Stephen Strange	"""Dude, you're embarrassing me in front of the wizards."""	Tony Stark to Bruce Banner
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Spoken about Stephen Strange	"""What is this guy's problem, Mr. Stark?""""Uh, he's from space. He came here to steal a necklace from a wizard."""	Spider-Man and Iron Man
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Spoken about Stephen Strange	"""Your powers are quaint. You must be popular with children."""	Ebony Maw to Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Spoken about Stephen Strange	"""Kid, that's the wizard. Get on it.""""On it!"""	Iron Man and Spider-Man
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Spoken about Stephen Strange	"""In all the time I've served Thanos, I have never failed him. If I were to reach our rendezvous on Titan with the Time Stone still attached to your vaguely irritating person, there would be… judgment. Give me... the Stone."""	Ebony Maw to Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Spoken about Stephen Strange	"""Come on. We got a situation. See him down there? He's in trouble. What's your plan? Go.""""Um... Okay, okay... Uh... Okay. Have you ever seen this really old movie, ""Aliens""?"""	Iron Man and Spider-Man
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Spoken about Stephen Strange	"""Painful, aren't they? They were originally designed for microsurgery. And any one of them..."""	Ebony Maw to Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Spoken about Stephen Strange	"""I could end your friend's life in an instant.""""I gotta tell you, he's not really my friend. Saving his life is more of a professional courtesy."""	Ebony Maw and Iron Man
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Spoken about Stephen Strange	"""Excuse me. But does your friend often do that?""""Strange, we all right?"""	Mantis and Iron Man
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Spoken about Stephen Strange	"""You're full of tricks, wizard. But you never once used your greatest weapon!"""	Thanos to Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""Seriously, you don't have any money?""""Attachment to the material is detachment from the spiritual.""""I'll tell the guys at the deli. Maybe they'll make you a metaphysical ham on rye.""""Oh. Wait, wait, wait. I think I have 200.""""Dollars?""""Rupees.""""Which is?""""A buck and a half.""""What do you want?""""I wouldn't say no to a tuna melt."""	Stephen Strange and Wong
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""Thanos is coming. He's coming.""""Who?"""	Bruce Banner and Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""Tony Stark. I'm Doctor Stephen Strange. I need you to come with me. Oh, uh, congratulations on the wedding, by the way.""""I'm sorry, you giving out tickets or something?""""We need your help. It's not overselling it to say that the fate of the universe is at stake."""	Doctor Strange and Tony Stark
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""At the dawn of the universe, there was nothing. Then... Boom! The Big Bang sent six elemental crystals hurtling across the virgin universe. These Infinity Stones each control an essential aspect of existence.""""Space. Reality. Power. Soul. Mind. And Time."""	Wong and Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""Tell me his name again.""""Thanos. He's a plague, Tony. He invades planets, he takes what he wants, he wipes out half the population. He sent Loki. The attack on New York, that's him!""""This is it. What's our timeline?""""No telling. He has the Power and Space Stones. That already makes him the strongest creature in the whole universe. If he gets his hands on all six stones, Tony…""""He could destroy life on a scale, hitherto undreamt of.""""Do you seriously just say ""hitherto undreamt of""?""""Are you seriously leaning on the Cauldron of the Cosmos?""""Is that what that is? … I'm going to allow that. If Thanos needs all six, why don't we just stick this one down the garbage disposal?""""No can do.""""We swore an oath to protect the Time Stone. With our lives.""""And I swore off dairy, but then Ben & Jerry's named a flavour after me…""""Stark Raving Hazelnuts.""""Not bad.""""A bit chalky.""""A hunk of Hulk burning fudge flavour is our favorite.""""That's a thing?"""	Tony Stark, Bruce Banner, Doctor Strange, and Wong
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""Point is, things change.""""Our oath to protect the Time Stone cannot change. And this Stone may be the best chance we have against Thanos.""""Yeah, so conversely, it may also be his best chance against us.""""Well, if we don't do our jobs…""""What is your job exactly besides making balloon animals?""""Protecting your reality, douchebag."""	Tony Stark and Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""Say, Doc, you wouldn't happen to be moving your hair, would you?""""Not at the moment, no."""	Tony Stark and Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""Hey! You might wanna put that Time Stone in your back pocket, Doc!""""Might wanna use it."""	Tony Stark and Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""Stonekeeper. Does this chattering animal speak for you?""""Certainly not. I speak for myself. You're trespassing in this city and on this planet.""""He means get lost, Squidward!"""	Ebony Maw, Doctor Strange, and Tony Stark
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""You gotta get that Stone outta here, now.""""It stays with me.""""Exactly. Bye."""	Iron Man and Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""It's a simple spell but quite unbreakable.""""Then I'll take it off your corpse!""""You'll find… removing… a dead man's spell… troublesome!""""You'll only wish you were dead."""	Doctor Strange and Ebony Maw
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""We gotta turn this ship around.""""Yeah, now he wants to run.""""No, I want to protect the Stone.""""You can thank me now. Go ahead, I'm listening.""""For what? Nearly blasting me into space?""""Who just saved your magical ass?! Me.""""I seriously don't know how you fit your head into that helmet.""""Admit it, you should've ducked out when I told you to. I tried to bench you. You refused.""""Unlike everyone else in your life, I don't work for you. And due to that fact, we're now in a flying doughnut... billions of miles from Earth with no backup.""""I'm backup.""""No, you're a stowaway. The adults are talking."""	Doctor Strange, Tony Stark, and Peter Parker
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""I'm sorry, I'm confused as to the relationship here. What is he, your ward?""""No. I'm Peter, by the way.""""Doctor Strange.""""Oh, we're using our made-up names? I am Spider-Man, then."""	Spider-Man and Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""This ship is self-correcting its course. Thing's on autopilot.""""Can we control it? Fly us home? Stark?""""Yeah?""""Can you get us home?""""Yeah, I heard you. I'm thinking I'm not so sure we should.""""Under no circumstances can we bring the Time Stone to Thanos. I don't think you quite understand what's at stake here.""""No. It's you who doesn’t understand. Thanos has been inside my head for six years…Since he sent an army to New York and now he's back! And I don't know what to do. So, I'm not so sure if it's a better plan to fight him on out turf or his, but you saw what they did, what they can do. At least on his turf, he's not expecting it. So I say we take the fight to him, Doctor. Do you concur?""""Alright, Stark. We go to him. But you have to understand...if it comes to saving you or the kid or the Time Stone… I will not hesitate to let either of you die. I can't, because the fate of the Universe depends on it.""""Nice. Good, moral compass. We're straight."""	Tony Stark and Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""Hey, what's going on?""""I think we're here.""""I don't think this rig has a self-park function. Get your hand inside the steering gimbal. Close those around it. You understand?""""Yep, got it.""""This was meant for one big guy, so we gotta move at the same time.""""Okay, okay. Ready. We might wanna turn. Turn! Turn! Turn!""""You all right?""""That was close. I owe you one."""	Iron Man, Doctor Strange, and Spider-Man
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""Tell me where the girl is or I swear to you I'm gonna French fry this little freak.""""Let's do it. You shoot my guy and I'll blast him! Let's go!""""Do it, Quill! I can take it.""""No, he can't take it!""""She's right. You can't."""	Star-Lord, Iron Man, Drax the Destroyer, Mantis, and Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""Oh, yeah? You don't wanna tell me where she is? That's fine. I'll kill all three of you and I'll beat it out of Thanos myself! Starting with you!""""Wait, what, Thanos? Alright, let me ask you this one time: What master do you serve?""""What master do I serve? What am I supposed to say, Jesus?"""	Star-Lord and Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""Hey, what was that?""""I went forward in time, to view alternate futures. To see all the possible outcomes of the coming conflict.""""How many did you see?""""14,000,605.""""How many did we win?""""One."""	Spider-Man, Doctor Strange, Star-Lord and Iron Man
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""Oh, yeah. You're much more of a Thanos.""""I take it that Maw is dead? This day extracts a heavy toll. Still, he accomplished his mission.""""You may regret that. He brought you face-to-face with the Master of the Mystic Arts.""""Where do you think he brought you?""""Let me guess. Your home?""""It was. And it was beautiful. Titan was like most planets. Too many mouths, not enough to go around. And when we faced extinction, I offered a solution.""""Genocide?""""At random. Dispassionate, fair. The rich and poor alike. They called me a madman. And what I predicted came to pass.""""Congratulations. You're a prophet.""""I'm a survivor.""""Who wants to murder trillions.""""With all six Stones, I could simply snap my fingers. They would all cease to exist. I call that… mercy.""""And then what?""""I finally rest. And watch the sun rise on a grateful universe. The hardest choices require the strongest wills.""""I think you'll find our will equal to yours!"""	Doctor Strange and Thanos
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""Stop! Spare his life... and I will give you the Stone.""""No tricks.""""Don't!""""…One to go."""	Doctor Strange, Thanos, and Iron Man
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Infinity War	Dialogue	"""Did we just lose…?""""Why would you do that?""""We're in the endgame now."""	Star-Lord, Iron Man, and Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Endgame	Spoken about Stephen Strange	"""We've been hunting Thanos for three weeks now. Deep Space scans, satellites, and we got nothing. Tony, you fought him.""""Who told you that? I didn't fight him. No, he wiped my face with a planet while the Bleecker Street Magician gave away the store. That's what happened. There was no fight."""	Steve Rogers and Tony Stark talk about recent interaction with Thanos
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Endgame	Spoken about Stephen Strange	"""That Time Stone guy...""""Doctor Strange.""""Yeah, what kind of doctor was he?""""Ear-nose-throat meets rabbit from a hat.""""Nice place in the village, though.""""Yeah. Sullivan Street.""""Hmm... Bleecker.""""Wait, he lived in New York?""""No. He lived in Toronto. Were you even paying attention?""""Bleecker and Sullivan!""""Guys, if you pick the right year, there are three stones in New York.""""Shut the front door."""	Natasha Romanoff, Bruce Banner, and Tony Stark realize the Time Stone, Mind Stone, and Space Stone were all in 2012 New York
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Endgame	Spoken about Stephen Strange	"""I'd be careful going that way. We just had the floors waxed.""""I'm looking for Doctor Strange.""""You're about... five years too early. Stephen Strange is currently performing surgery about twenty blocks that way. What do you want from him?""""That, actually.""""Ah! I'm afraid not.""""Sorry, but I wasn't asking.""""You don't want to do this.""""Ah, you're right, I don't. But I need that stone, and I don't have time to—""""Let's start over, shall we?"""	Ancient One pushes Bruce Banner into his astral form
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Endgame	Spoken about Stephen Strange	"""I can't risk this reality on a promise. It is the duty of the Sorcerer Supreme to protect the Time Stone.""""Then, why the hell did Strange give it away?""""What did you say?""""Strange, he gave it away. He gave it to Thanos!""""Willingly?""""Yes.""“...Why?""""I have no idea. Maybe he made a mistake.""""Or I did… Strange is meant to be the best of us.""""So, he must have done it for a reason.""""I fear you might be right.""""Thank you.""""I'm counting on you, Bruce. We all are."""	Bruce Banner tells The Ancient One that Doctor Strange gave Thanos the Time Stone
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Endgame	Dialogue	"""Is that everyone?""""What, you wanted more?"""	Strange asks Wong if everyone has assembled for the Battle of Earth
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Avengers: Endgame	Dialogue	"""You said one out of 14 million, we win, yeah? Tell me this is it.""""If I tell you what happens, it won't happen.""""You better be right."""	Stark asks Strange if they made it to the one outcome where they beat Thanos
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: Far From Home	Spoken about Stephen Strange	"""What about Thor?""""Off-world.""""Okay, erm... Doctor Strange?""""Unavailable.""""Captain Marvel?""""Don't invoke her name."""	"Spider-Man asks ""Nick Fury"" and ""Maria Hill"" for another Avenger to replace him to help fight the Elementals"
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Eternals	Spoken about Stephen Strange	"""I can't move in with you""""Yeah, I thought you would say that""""I'm sorry.""""I think I know why... Are you a wizard?""""What?""""Yeah, like Doctor Strange.""""No, I'm…""""I've noticed some unusual things happen when I am around you, like how our water always turns to coffee whenever the waiter ignores us."""	Sersi and Dane Whitman
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Spoken by Stephen Strange	"""Nice knowing you, Spider-Man."""	Doctor Strange to Peter Parker
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Spoken by Stephen Strange	"""Be careful what you wish for, Parker."""	Doctor Strange to Spider-Man
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Spoken by Stephen Strange	"""The Multiverse is a concept about which we know frighteningly little."""	Doctor Strange to Spider-Man
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Spoken by Stephen Strange	"""No, let's just focus on the bad news. As of now, you have detected zero multiversal trespassers, so get on your phones, scour the internet, and... Scooby-Doo this shit!"""	Doctor Strange to Peter Parker, Ned Leeds, and Michelle Jones
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Spoken by Stephen Strange	"""In the grand calculus of the Multiverse, their sacrifice means infinitely more than their lives. I'm sorry, kid. If they die, they die."""	Doctor Strange to Spider-Man
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Spoken by Stephen Strange	"""They're starting to come through, and I can't stop them!"""	Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Spoken by Stephen Strange	"""So long, kid."""	Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Spoken about Stephen Strange	"""Dude, what happened?""""I just had a fight with Doctor Strange and I totally won!""""What?!""""Look, and I stole his ring thing. I was swinging through the city, and then I went through this... massive mirror thing, and then I was back...""""Where is he? Where is he?""""He's trapped, but... I'm not sure for how long."""	Ned Leeds, Spider-Man, and Michelle Jones
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Spoken about Stephen Strange	"""I can't promise you guys anything, but at least this way, you actually get to go home and have a chance. A second chance. I mean, come on. Isn't that worth trying?""""Trust me, Peter... When you try to fix people, there are always consequences.""""I mean, you don't have to come. I also didn't know that you could talk.""""But if you stay here... you're gonna have to deal with the wizard.""""Ah, so, we go along, or die. Not much of a choice, is it?""""I just wanna go home.""""Well, I myself don't wanna be killed, especially by a guy dressed like Dungeons & Dragons, so... what's your plan?""""I have it all under control."""	Spider-Man, Lizard, Sandman, and Electro
