Content	Keywords
Gox, I let a week slide because there were just too many shows coming out. But I never let one go	gox, week
Anthony Pompliano: So you were smart. What would you say is the key to getting started? Peter McCormack: The same as you, you just have got to go	mccormack, peter, pompliano
Anthony Pompliano: Yeah. So you go, now what’s the next step? Peter McCormack: I think there’s a lot of things I would say to people now because it’s a very competitive space	space, mccormack, next, things, peter, pompliano, people
There’s a lot of podcasts now and then a lot more coming out. So I’m like what’s your incentive? Mine’s a business	podcasts, incentive, business
This is my life. This pays for my living	life
So that’s my incentive. Are you doing it as a side gig? It’s really important to know that	important, incentive
I’m not asking that to you, just to anyone wanting to start! Anthony Pompliano: Oh, you’re saying what their goal is? Peter McCormack: You’ve got to know what your goal is. Is it a side gig? Is it fun or is it like for me; this is a business	mccormack, peter, pompliano, business
Whenever I’ve sat down with somebody and I’ll show you afterwards, my spreadsheets and my organization and…. Anthony Pompliano: Did you start that way? Peter McCormack: No, but as it started to grow, I realized there’s an opportunity	mccormack, peter, pompliano
Then my son came to live with me full time and I realized that I’ve got to take this seriously. Then I lost all my money trading and I was like, ‘oh fuck, now I really have to take this seriously!’ I’ve always just been disciplined like that	time, money
But I think I would say to people, what is the goal? Mine is that I want to earn an income that pays for my family and everything’s designed around that. So if it’s a side gig, fine	people
Then what are you going to do this different? What is your thing? I think my thing is that I wanted to have the best guests and I’ve just focused hardcore on getting the best guests. Now it’s harder, now I’m like, ‘how do I get different guests?’ Anthony Pompliano: So this is a very interesting difference and it’s very subtle	best, pompliano
We talk about it all the time in the asset management business. We talk about the founders that we invest in and Peter Thiel’s probably the one who has articulated this idea of the best and I’m going to botch it up so I apologize in advance, but basically it’s this idea that if you do something and you’re just trying to be better at it than somebody else, one, it’s really, really hard to just be better than everybody else	time, peter, better, best, asset, business, invest
Then two, eventually a whole bunch of different things can happen where being better goes away. So if you and I are just competing on who can have a better podcast	podcast, things, better
What is better? How do you do that? It’s difficult. Being different is more important than being better	important, difficult, better
I think the way he articulates it is that you have to do something that no one else can do. What’s your special skill? What’s your special angle? What’s your thing that no one else is doing? Because the differentiation means you’re the best at doing whatever is different	best
Peter McCormack: It’s funny you should say that and I think my differentiation has come out of luck because I started this when I was rich! Anthony Pompliano: You have an epic story! It’s like my favourite thing that not only did it happen, you then publicly talked about it! Peter McCormack: Well we can come to that, but so I was loaded travelling around the world and on Blockfolio I was loaded! Travelling around the world, having a great time, start up the podcast and I lose all the money, but I’m suddenly in a position where I’m on this full time. So if anyone wants to launch one, if they have a job that is a side gig, what they’ve got understand is that I get up at six in the morning	podcast, time, mccormack, job, funny, morning, favourite, money, peter, pompliano, world, great
I do two hours. I drop the kids off at school	hours, school
Do another seven hours. I pick the kids up	hours
I do another four hours before bed, most days and I’ll work weekends as well. I fit it around the kids and stuff, but this is all I’m doing	work, hours, stuff
If you’re at work all day, you’ve got a distraction. So I’m spending the day getting a guest, I’m pitching to advertisers, I’m preparing for interviews	interviews, work
It’s a business. Anthony Pompliano: You are building a business and you have to put the work in	work, pompliano, business
Peter McCormack: Exactly. So that’s one of the things I’m trying to make people aware of	mccormack, things, peter, people
Here’s all my knowledge… So I have to do list for each time I launch a show. If someone wants to launch a podcast, I give them my to-do list	podcast, time, knowledge
This is everything I do for a show. There’s like 60 things and you know I share it all with them	things
But I’m just saying if you’re going to do it, be prepared, it’s hard work. Anthony Pompliano: It’s funny to hear you say this, because one of the things that I always try to gauge with founders, people have talked about this before	work, funny, things, pompliano, people
One of the key components that I look for in a founder is whether they’ll quit or not. That sounds so simple and so dumb	quit
But when a founder’s pitching a company day one, there’s a couple of ways I look at this, that what you’re saying actually you fit right in the sweet spot of how you have to build something. So one is, what are their motives? If they’re doing it to get rich, probably not a good sign	company
If they’re doing it because they were doing something they loved and it happens to turn into a business, very interesting. But the other thing is, are they going to quit? It’s nearly impossible to know with certainty, are they going to quit or not? It’s actually the only time you can know for certainty is the people who have quit time and time again at other things, it’s like 99.9% you’re going to quit when things get harder	time, quit, things, impossible, people, business
But you don’t even understand how hard what you’re going to experience and if you knew you probably wouldn’t start. So you get started, it’s easy, you get a little bit of success, you feed on that, you can start building and then at some point you hit the first roadblock	experience, point
I like to see what was the first roadblock that a founder hit and how did they get by it. If they, what I call it phone a friend and they did something that didn’t require them to push through it, like they hit a wall and they just went to a different direction or something; less exciting	direction
If they hit the wall and they pushed through it through either effort or intelligence or whatever it is, very interesting because you know that the next wall that comes if it’s bigger, it’s thicker, doesn’t matter. They’re going to figure it out	next
You know that they’re not going to quit. Have you ever seen the visual where there’s two tunnels on top, it’s a cartoon, there’s a tunnel on the top and a tunnel on the bottom and there’s a guy, a cartoon character, with an axe in both of them? One of them is the guy who is about halfway through the tunnel and he’s picking away, trying to get through the tunnel	quit
The other guy is literally 99% of the way through and there’s a very small piece of the wall left and he’s turned around, he’s got the axe on his shoulder and he’s walking away. The whole imagery is about that you never know how close you are to breaking through	imagery
That’s how I think about entrepreneurship, building things, etc. You should tell us an episode of where it took off or you got some traction and that was enough light where you knew if you launched three more and they didn’t get enough traction, you can keep going	entrepreneurship, things
That’s important. Peter McCormack: Well actually I think the point for me was one, it’s not so much a guest, but when I got my first sponsor	important, mccormack, peter, point
Anthony Pompliano: Okay, interesting. Explain this more	pompliano
Peter McCormack: Well, because it was somebody saying, ‘I respect you enough and like what you’re doing enough that I want to give you money to talk about my company’. I mean obviously that was a goal and I always wanted to get there, but I didn’t get my first sponsor for around 10 months	mccormack, company, money, peter
So I started in November 2017 and I think it was August, so say eight or nine months. It wasn’t much money as well	money
But that’s somebody wants to pay me and then I was like, ‘you’ll pay me based on CPM and my CPMs growing’. So I looked at this and I said, ‘well if I can continue to grow this and people continue to like it, I can see the trajectory of what this is going to do’	people
So I think that was the point and then there’s this period where you start to feel like…. It’s really weird because I don’t want to sound like…	point
It’s really humbling to do this because I’m from a little town called Bedford in England, not much goes on. I’m not from New York, I’m not from San Fran and I fell into this and then suddenly I’ve got people paying for me to go to Hong Kong to MC a conference	humbling, people
I mean this is insane! I don’t know how this is happening and then people are spending good money on my podcast and then the most humbling things; someone will email you and say, ‘look, I’ve listened to every episode. I really appreciate what you’ve done	podcast, humbling, things, money, people, email
Thank you so much’. It’s really humbling	humbling
But I would say the last three or four months have felt like, ‘wow, this is really serious now’. Before it was like, this is good, but the last three or four months, it felt like this is really serious and it’s something I need to appreciate and protect	protect
Because if I fuck it up… Anthony Pompliano: Or you’ll lose trust and you feel like you did a disservice to the audience. Peter McCormack: Well, yeah and so that’s one of the reasons why I always share my opinions quite honestly	mccormack, trust, peter, pompliano
Anthony Pompliano: I don’t think you and I have any problems sharing our opinions! Peter McCormack: This is my view now and even today’s episode with Andreas, I’ve changed my views and I said, ‘God, I’m going to see Pierre Rochard and he’s going to crush me when hears what I’ve said’. But I have to be authentic about that	mccormack, peter, pompliano
I have to be authentic about the advertisers I work with because I’ve got to protect this as I think it’s important for me, it’s important for my family, but it’s actually, I think it’s kind of important for the wider communities. Community is a weird word, but it’s helping	work, important, protect
Hopefully, it’s helping and it’s bringing people in. Anthony Pompliano: So there’s two ways to look at it	pompliano, people
Let me just ask, have you ever thought about you’re actually documenting history? Peter McCormack: No. Anthony Pompliano: That’s what scares me	mccormack, peter, pompliano
So protecting the communities’ one piece, because if I deliver something that is a bad product, wrong ideas, etc, I’ll feel the blowback personally, people tweet at you, they’ll get upset. You and I probably are around a point where we could…	ideas, people, point
It’ll suck, we’ll have to defend ourselves and then you kind of move on and yeah, you may lose some people, but you’ll be okay. The part that scares the hell out of me takes like the Murad episode	people
That either goes down as the most epic thing of all time and it told the future or the dumbest thing in the world. People were like, ‘people believed this… You know this?! Peter McCormack: But that episode was epic! You can be wrong, I think you can be wrong	time, mccormack, peter, people, world
I think people can look back and go… Because it’s like Chris Burniske, he started to get a lot of shit for his book, but he put himself out there and wrote it. He tried to challenge what are these things? Are they interesting? What are the models that can make it work? I think that’s really cool	work, things, people
Anthony Pompliano: I respect anybody who puts themselves out there. Peter McCormack: He might be wrong, that Murad thing might be wrong, but you put yourself out there to say this is what I think might happen	mccormack, peter, pompliano
So I don’t think that. Anthony Pompliano: You’re not worried about that? Peter McCormack: No	mccormack, peter, pompliano
But actually when you said ‘document history now’, I hadn’t thought about it, but I did recently because when I did the Mt. Gox series, one of the creditors wrote to me and said, ‘I just want to thank you for doing this	document, gox
This is the best…’ What did he put it? He said, ‘this is the most comprehensive source of information around Mt. Gox that exists’	information, best, gox
It hadn’t crossed my mind. I assumed all this information existed in one place or another and afterwards it was all out there and then someone’s saying, this is the best source and I was like, ‘wow, okay, thank you’	information, best
I feel a huge sense of responsibility for that and actually I kind of wish I can go and do it again and do a better job because I hadn’t thought about it like that. Anthony Pompliano: So what’s one thing that you would have done differently? It’s a seven-part series right? Peter McCormack: Six	mccormack, job, peter, better, pompliano
I wanted seven. I wanted Peter Vessenes, but he didn’t reply	peter
What would I do differently? I never enjoy hindsight because I did what I thought was the best thing at the time. It would’ve been nice to have more time to prepare	time, best
Because it came around really quickly. It went from an interview in San Fran, to Mark Karpeles saying I can interview him, to going out to Japan, to suddenly doing six interviews and there’s so much information to digest	interviews, information, digest, interview
I wasn’t all-knowing as much as I’d like to have been. So I would like to have had more time	time
I’d like my microphone not too have broken halfway through the Jed interview, which was really annoying! But no, I don’t think there’s a huge amount I would change apart from…. I tell you what I’ll do going forward, the next time I do and I’m going to do one of these	time, next, interview
I’m going to do one on the Silk Road. I’ve got a close relationship with Lyn	relationship
So I want to get all the people together for that and a very honest group of interviews and that might be more, that might say 10, but I’m going to give myself a few months to plan this. I’m going to agree what I want it to be, how it to be positioned	interviews, people
It’s not a defence of Ross. It’s here’s the truth of what we know	truth
Here are all the key players and here’s what they think and I’m going to give myself time to prepare to do it in the right way. Anthony Pompliano: You almost get to triangulate the truth that way because if you’re one player in that, you have an opinion, you have perspective, you actually have forgotten some things, etc	truth, time, perspective, things, pompliano
But when you get enough people around the table, you get a really clear picture of what happened. Peter McCormack: Yeah and that’s a funny thing	mccormack, funny, peter, people
I developed a lot of opinions during the Mt Gox stuff, but there’s no like definitive ‘here’s the answer’ with Mt. Gox	stuff, gox, answer
I could sit there and write my version based on it, but what does that mean? I think what’s better is to say, ‘here’s a bunch of content. Here’s a bunch of information, questions and answers	information, better, content
What can you digest to it and what’s your opinion, here’s mine by the way. But what have you got from that?’ Rather than definitively tell them	digest
So for example, here’s my views on Mark Karpeles and what happened with him. Here are my views on Jed	example
This is what I think of Brock Pierce. What do you think of him? But almost as an isolated little piece of information, not here’s my entire summary of the whole events and this is what happened, because I think that’s a dangerous thing to do	information
Anthony Pompliano: Yup! What do you want this to become for you? If you look five years from now and you say, ‘I started this as a side project that was fun for me and it grew into X, it accomplished what I wanted it to’, what would that X be? Peter McCormack: I would like to carry on interviewing. I really like interviewing people, but I want to go broader because I want to challenge myself and become better	mccormack, x, peter, better, pompliano, people
I want this just to be what I do until I give up doing anything because it’s the kind of thing that I feel so blessed and fortunate because it’s not like a real job. It’s hard work	work, job
But I turn up and I talk to you and then I’m going to sit in an Uber and then troll you! I’m so lucky. I’ve flown to New York City, one of the most amazing cities of the world	world
I’m in your office doing this and that’s my job. Then I’m going to Chicago and I’m being taken out to dinner by somebody and then I’m going to have dinner and meeting up with Alex Gladstein — what a guy! Then I’m going to MIT in Boston and I’m going to interview some people there and then I’m flying to Hong Kong and then I’m going to LA	job, office, la, people, interview
How unbelievably lucky is it to have… I mean it’s not luck because I’ve worked hard. I used to have a web design business and we went to do some work for a pottery company in Stoke in England and it was a factory where they make pottery and this guy was on the factory line and showed me what he did	work, company, business
Afterwards, I spoke to his manager and I said, ‘tell me about that guy’s job’, and he said, ‘for 20 years he has done that job. He goes in and he puts the pots in that big oven and then he takes them out’	job
I don’t mean to disrespect to him, this is not a criticism of him at all, but that’s a tough job and he’s providing for his family, day in, day out. I get to do so many amazing things and I feel so fortunate	job, things
If you offered me now… Say the revenue I’m going to make this year is good, it’s a solid revenue. If you said, ‘I can guarantee you this for the next 20 years and you’re not going to fuck it up’, I take a sign on the dotted line now because I could fuck it up and that’s scary to me because what am I going to do next? So if I could have the consistency of being able to just meet people, do interviews and get them out there, I’m content	interviews, next, people, content
Anthony Pompliano: So I have a theory on this. What you just said is, the most interesting people are fascinated by meeting and talking with and learning from other interesting people	pompliano, people
The reason why you are interesting is because you’ve probably spent your whole life talking to a bunch of different interesting people. So you are able to formulate different ideas, you get exposed to different topics, perspectives, etc and actually part of you being interesting is the variety of experiences, the ability to go into different cultures, see them talk to people, etc	life, ideas, people
So if you think of, who are some of the most interesting people in the world? They’re actually journalists. They’re people who we think are ‘famous’, but a lot of the fame has just empowered their ability to have collisions with ideas, people, societies that they otherwise wouldn’t have	ideas, people, world
So what you’re doing is, you’re actually creating a bigger moat for yourself. You become more interesting every conversation you have and it’s harder for somebody else to catch you because you’re literally iterating every time you interview somebody	time, interview
That’s pretty fascinating. Peter McCormack: Well, yeah, I guess! Do you want to know a funny story? I guess my first ever job when I was 15, I started a fanzine music magazine	mccormack, job, funny, peter
So I’m big into my heavy metal. Anthony Pompliano: You literally have a Black Sabbath shirt on right now, which I respect so much	pompliano
Go ahead. Peter McCormack: Yeah I’m big into my heavy metal	mccormack, peter
Can’t afford the CDs every week. Can’t afford to go to every concert	week
So I started a fanzine. I was 15 and interviewing bands	bands
I used to type it on my computer and go and print it at my friend’s Dad’s estate agents. We used to go and print 200 copies and I’ll sell it at concerts and give it away	sell
So that used to get me into my concerts for free and I got all my CDs for free from the record companies and I interviewed some cool people. I did the first interview with the band, do you know Korn? Anthony Pompliano: Oh yeah, man that is a throwback! I was a kid when that was popular	companies, pompliano, people, interview
Peter McCormack: I did the first interview with them in the UK. The reason I did the first one is because they did the first show in the UK and I got the first slot because it’s a crap slot	mccormack, peter, interview
But I did the first interview with them. I interviewed the drummer of Pantera	interview
I interviewed Kerry King from Slayer. I did some cool interviews	interviews
Anthony Pompliano: Did you ever interview anybody from Limp Bizkit? They were my guys! Peter McCormack: No I miss that man! Mine was a band called Biohazard who were from Brooklyn. So essentially, that was my first job and I was 15 years old, I used to get the train to London, go to a concert, turn up with my little dictaphone… Anthony Pompliano: That is amazing! Peter McCormack: … Do an interview, take that interview back, type it up and I only did 4 issues	mccormack, job, london, peter, pompliano, interview
I loved it! Then what happened is I went to university and it just kind of collapsed, so I didn’t do it again. This essentially has come full circle and 25 years since I’ve done that, I’ve come back and I’m doing essentially the same thing	circle
It almost feels like it’s probably what I should’ve always done. Anthony Pompliano: So, you’re describing a story that I see in founders all the time, which is there are moments in your life where you can look back and you can see what you’re doing today and what you are working on today	life, time, pompliano
You’ve actually practised over your life. What I mean by that is those interviews, you practice interviewing	life, interviews
You had a web design company, you actually practised the ability branding. How do you get naming? How you get landing pages? All of these little components and when you take these components that had some success, great success rate, all these kinds of different outcomes and they all come together, you just hit it right down the fairway and it explodes	company, great
The best example of this is, do you know who Sam Zell is? He’s a United States based billionaire who is very well known for real estate. I recently read a book that he wrote called, “Am I Being Too Subtle?” You and I probably would get along with Sam very well! In this book, what he talks about is, in college he basically finagled his way into a little bit of money, doing odd jobs whatever and he bought this real estate and saw, ‘oh, I buy this and then I get paid every month from the real estate’ and that idea resonated with him	college, money, best, example
Then he worked and he raised some money, did another one etc. He ends up growing very quickly this real estate empire, kind of in his twenties	money
At some point and I don’t know if it’s the late twenties, early thirties, whatever, he says, ‘I need to diversify 50% of my assets into non-real estate’ and so he ends up starting to invest in private businesses. Somehow along the way, he takes them public a couple of times and so he gets familiar with the going public process and the “Aha” for him or that like that culmination of the sweet spot was when REITs came along	point, invest
So the ability to take a real estate investment trust and bring it to the public market. So it was the culmination of all the years he had spent buying and selling and transacting in real estate and his ability to take these vehicles public, all culminate in building one of the very first large REITs	investment, trust
