Content	Keywords
The two founded Bitcoin Magazine, the first major publication to cover cryptocurrency exclusively. Although he considered the publication a side hustle while he attended the University of Waterloo in Ontario, Canada, Buterin quickly became a respected writer in the crypto sphere	bitcoin, cryptocurrency, crypto
Buterin attended his first Bitcoin conference in San Jose, California, in 2012 before becoming an avid globe-trotter. By the time he wrapped up his travels in 2014, Buterin was awarded a two-year, $100,000 Peter Thiel Fellowship to begin working on the Ethereum platform	ethereum, bitcoin
The Birth of Ethereum It was a watershed moment when Buterin’ dropped his white paper on Ethereum. The notion of developing a cryptocurrency as a utility leveraging blockchain technology broke new ground	blockchain, ethereum, cryptocurrency
Buterin’s interest in blockchain led him to recommend developing applications that went well beyond a store of value or a means of exchange. But Bitcoin was not a workable platform for Buterin’s ideas, since its blockchain wasn’t designed to handle anything like the kinds of functionality that Buterin was proposing	blockchain, bitcoin
What he wanted to build was a platform for distributed computing. At the heart of his concept were decentralized autonomous organizations (DAOs)—based on smart contracts—an organizing structure built from the bottom up with no central authority	decentralized
This insight is partly why you hear the word “decentralization” invoked in so many conversations surrounding cryptocurrency. Buterin said in his blog that because of the decentralized nature, “DAOs are not corporations.” Instead, they need to be structured to take on a greater ability to oversee themselves	cryptocurrency, decentralized
“A smart contract is a contract that enforces itself,” Buterin said. “We can have smart financial contracts that automatically shuffle money around based on certain formulas and conditions, smart domain name sale orders that give the domain to whoever first sends in INR 15,825	
Perhaps, even smart insurance contracts that control bank accounts and automatically pay out based on some trusted source (or combination of sources), supplying data about real-world events,” he wrote in Bitcoin Magazine in February 2014. Only a month before the publication of this commentary, Buterin had unveiled the concept for the Ethereum platform at the North American Bitcoin Conference in Miami	ethereum, bitcoin
Co-founded by Buterin, Gavin Wood, Charles Hoskinson, Anthony Di Iorio and Joe Lubin, these principals retreated to a house where they hammered out code that would back up Buterin’s concept. Alisie, Amir Chetrit and Jeffrey Wilcke were later added to this list of co-founders	
Ethereum became the first smart contract platform in the world when it launched in July 2015. Since then, the platform has launched a host of decentralized applications, including the first ever decentralized lending protocol known as MakerDAO, Decentraland (MANA)—a crypto gaming initiative—and the NFT marketplace OpenSea, and many more	ethereum, decentralized, crypto, nft, protocol
The Ethereum Merge The biggest problem faced by Ethereum has been its massive energy consumption, thanks to its proof of work consensus mechanism. With proof of work, crypto miners verify transactions by generating matching computer codes	ethereum, crypto
To do this at the necessary speed requires tremendous amounts of computing power—and energy to run the computers that solve the complex equations. At one point, a single Ethereum transaction used about as much energy as the average U.S	ethereum
household consumes in a week. Before Ethereum upgraded to a proof-of-stake protocol, the network used more than 5 gigawatts (GW) of power	ethereum, protocol
Buterin recognized this problem early. In particular, he realized that to maintain the platform’s secure and decentralized nature under a proof-of-work protocol, massive amounts of energy consumption would be required	decentralized, protocol
He wanted to move away from this consumption for two reasons. First, as he says, it kills trees	
Second, in his opinion, there was no advantage to those who defended the network. To solve these problems, Buterin suggested the Ethereum network move away from a proof-of-work system to proof of stake	ethereum
Under this consensus mechanism, network validators “stake” the platform’s native token—ETH—to secure their votes on which blocks get added to the underlying blockchain. The change to proof of stake was at the heart of the Ethereum merge in 2022	eth, blockchain, ethereum, token
The merge was completed in September 2022, decreasing the network’s power consumption by 99%, from 112 terawatts per hour annually (TWh/yr) to 0.01 (TWh/yr). Buterin’s Awards, Philanthropy and Net Worth In addition to receiving a Peter Thiel Fellowship for the development of Ethereum, Buterin (who dropped out of university) holds an honorary doctorate from the University of Basel	ethereum
Also among his other accolades is a bronze medal in the 24th International Olympiad of Informatics in 2012. Buterin engages in a great deal of philanthropy	
His contributions began in 2017 when he donated more than three-quarters of a million dollars in ETH to the Machine Intelligence Research Institute, an organization promoting the development of safer artificial intelligence. Since then, Buterin has donated more than 100 crores in cryptocurrencies to various organizations worldwide	eth
“He hasn’t chased making as much money as possible or being famous. He’s chased building decentralized products and platforms and creating the world that a lot of people in this space think should exist,” says Andy Bromberg, CEO of fintech app Eco	decentralized
Based on the amount of ETH Buterin owns, his net worth is estimated at around INR 32 billion. Featured Partners 1 Mudrex Legacy Over 2 Million Investors Trust Mudrex for Their Crypto Investments Security Mudrex is Indian Govt	eth, crypto
recognized platform with 100% insured deposits stored in encrypted wallets Fees Enjoy zero crypto deposit fees and industry's best fee rates. Invest Now On Mudrex's secure application 2 BlackBull Markets Multiple Award-Winning Broker Listed On Deloitte Fast 50 index, 2022 Best Global FX Broker - ForexExpo Dubai October 2022 & more Best-In-Class for Offering of Investments Trade 26,000+ assets with no minimum deposit Customer Support 24/7 dedicated support & easy to sign up Sign Up Now On BlackBull Market's secure website Please invest carefully, your capital is at risk Buterin’s Plans for the Future Buterin is involved in a handful of blockchain projects other than Ethereum, including L4, Plasma Group and more	blockchain, ethereum, crypto
Given his original desire to make Ethereum a “world computer,” it’s been speculated that Buterin is interested in contributing to the coming metaverse. “The “metaverse” is going to happen, but I don’t think any of the existing corporate attempts to intentionally create the metaverse are going anywhere,” Buterin said in a July 2022 tweet	metaverse, ethereum
This was a direct attack on Meta Platform’s founder and CEO, Mark Zuckerberg, as Meta, formerly known as Facebook, attempts to gain a foothold in this coming world. Buterin struck another blow to the Facebook founder when he said, “We don’t really know the definition of ‘the metaverse’ yet	metaverse
It’s far too early to know what people actually want. So anything Facebook creates now will misfire.” But Andrew Bondarenko, founder and CEO of decentralized finance (DeFi) platform Tokonomo, says, “Buterin expects Ethereum to dominate the metaverse race in the next 10 years.” Given everything the world is watching develop on the Ethereum platform— DeFi , non-fungible tokens ( NFTs ), stablecoins —this isn’t surprising	metaverse, ethereum, decentralized, defi
In fact, concerning Zuckerberg and Meta, Bondarenko says, “Ethereum is much more ready to create its own democratic metaverse with a well-thought-out economy.” “Ethereum has become not just a company, but a whole decentralized organization,” Bondarenko says. As a result, Buterin, at only 28, has already earned his seat at the table of crypto entrepreneurs	metaverse, ethereum, decentralized, crypto
Next to Satoshi Nakamoto, Buterin may be the most important person in the entire crypto-sphere. Information provided on Forbes Advisor is for educational purposes only	crypto
Your financial situation is unique and the products and services we review may not be right for your circumstances. We do not offer financial advice, advisory or brokerage services, nor do we recommend or advise individuals or to buy or sell particular stocks or securities	
Performance information may have changed since the time of publication. Past performance is not indicative of future results	
Forbes Advisor adheres to strict editorial integrity standards. To the best of our knowledge, all content is accurate as of the date posted, though offers contained herein may no longer be available	
The opinions expressed are the author’s alone and have not been provided, approved, or otherwise endorsed by our partners. Michael Adams Editor Michael is Deputy Editor, Cryptocurrency at Forbes Advisor	cryptocurrency
He began his financial writing career in 2005 as a marketing copywriter, which is how he refined his investing knowledge and skills. Over the years, he’s written editorial and marketing pieces for many of the world’s leading financial newsletters and publications	
His main investing interests are technology, blockchain and cryptocurrency. Farran Powell Editor My work has appeared in TheStreet, Mansion Global, CNN, CNN Money, DNAInfo, Yahoo Finance, MSN Money, and the New York Daily News	blockchain, cryptocurrency
I’m an alumna of the London School of Economics and hold a master’s degree in journalism from the University of Texas at Austin. Follow or DM me on Twitter at @farranpowell	
Finding The Best Crypto Best Crypto To Invest Best Crypto Exchange In India Bitcoin Mining Software Top AI Crypto Coins Best Altcoins Best Crypto Wallet Best Metaverse Coins Best Bitcoin Wallet Best NFT Marketplace Understanding Crypto Guides Bitcoin Price Prediction Bitcoin Price History Why Is Bitcoin Going Up Why Is Crypto Going Up Why Is Ethereum Going Up Cryptocurrency In India Bitcoin Trading How To Earn Bitcoin Fear And Greed Index Crypto Why Crypto Market Is Down Why Bitcoin Is Falling Crypto Buying Guides How To Buy Bitcoin How To Buy Ethereum How To Buy Picoin How To Buy Dogecoin How To Buy Tether How To Buy XRP How To Buy Binance Coin How To Buy Tron How To Buy Terra How To Buy Cronos How To Buy Cryptocurrency Cryptocurrency Definition Guides What Is Crypto Staking What Is NFT What Is Bitcoin (BTC) Advantages Of Cryptocurrency What Is Ethereum (ETH) Types Of Cryptocurrency What Is Cryptocurrency More from How To Buy New Crypto Before Listing By Anchit Sharma Contributor Tether (USDT) Price Prediction For 2024, 2025 And 2030 By Patrick McGimpsey Contributor Spot Bitcoin ETFs: What Are They, And How Do They Work? By Jacob Wade Contributor Best P2P Crypto Exchange In India For 2024 By Rupesh Mittal Contributor Dogecoin (DOGE) Price Prediction 2024, 2025, 2026 And 2030 By Nikita Tambe Forbes Staff Dogecoin Vs. Shiba Inu: Which Meme Coin Is Performing In 2024? By Manav Talan Contributor © 2024 Forbes Media LLC	metaverse, eth, ethereum, bitcoin, cryptocurrency, crypto, nft, mining, wallet, staking
All Rights Reserved. AdChoices AdChoices Privacy
						Statement Terms and Conditions Contact Us Careers Forbes Press Room Forbes Quote of the Day	
