Content	Keywords
26. There’s a Bloomberg article coming soon about E-girl Capital, which will be interesting because it’s the first time a group of anonymous people like us has been featured. It’s going to be hilarious, and we’re looking forward to seeing how it turns out.	"Innovation  
Technology  
Sustainability"
27. In 2019, after trading on my own for about a year, I joined a fund where I was given a trading account. Managing a larger sum of money opened my eyes to the importance of selling into strength and understanding how big traders influence the market more than small ones.	Understanding
28. Trading with a larger account helped me realize that most market moves are driven by big traders getting trapped in positions, leading to significant price movements. This experience shaped my approach to trading, focusing on the behavior of large accounts and their impact on the market.	Technology
29. I spent a lot of time in 2019 and 2020 monitoring every trade on major derivatives platforms, like BitMEX and Binance. By closely watching how traders positioned themselves, I learned to predict future market moves based on open interest and the behavior of these larger participants.	Economics, Society, Ethics
30. Understanding why traders open or close positions is crucial. For example, if a lot of positions are opened, I analyze the exact moment to see how it affects futures prices. This helps in building a profile of the current market participants and their potential actions.	"Technology  
Innovation  
Society  "
31. I constantly update my mental profile of the market, considering where traders might be long or short and where they could face liquidation. This helps me anticipate future market behavior, such as potential selling pressure when positions need to be closed.	"Technology  
Education  
Innovation"
32. In the morning, I review market data to understand overnight movements, focusing on derivatives and spot trading volume. I assess whether there was significant trading activity and how it might impact the market throughout the day, updating my view based on the latest information.	Education, Technology, Innovation
33. When evaluating the market, I consider open interest, funding rates, and liquidation levels to gauge sentiment. For example, if open interest is high and funding is negative, it might indicate that the market is positioned bearishly, but this doesn't always mean the market will reverse immediately.	Technology
34. Liquidations are a key factor in market movements. When a large number of traders are liquidated, it can create significant price swings. Understanding where liquidations might occur helps in predicting where large moves might happen and allows me to position myself accordingly.	"Technology  
Innovation  
Society"
35. I find that funding rates can provide insight into whether the market is being led by spot or derivatives. For instance, if funding is negative but the market is rising, it might indicate that spot buying is driving the market, while shorts are being forced to cover.	Technology
36. Open interest also helps in understanding the potential for future volatility. High open interest, especially in leveraged products like Binance futures, can indicate that a large move is coming. I use this data to assess the risk of entering a position and the likelihood of a squeeze.	Recovery
37. The evolution of market structure has been significant since I started trading in 2018. Initially, BitMEX was the dominant platform, especially for perpetual swaps, while OKEx and Huobi were known for their quarterly futures. Monitoring the basis on these platforms was crucial for understanding market sentiment.	Technology, Innovation, Communication
38. Quarterly futures used to be a much bigger part of the market, with significant volumes traded on platforms like OKEx. These contracts would expire every three months, and their behavior often provided insight into the overall market sentiment, especially when compared to perpetual swaps.	Society, Change, Identity
39. The quarterly futures markets, particularly on OKEx, were often dominated by Asian traders, and their movements could drastically impact market prices. For example, if a large amount of volume traded above or below other exchanges, it was usually a sign of significant long or short positioning.	Technology, Innovation, Advancement
40. Today, quarterly futures are much smaller, but they were once a live indicator of market sentiment. The aggressive trading in these contracts often led to large swings, especially during periods of high volatility, and understanding their behavior was key to successful trading.	Energy
41. I analyze open interest not just in isolation but in the context of price action. For example, a rise in open interest during a market rally could indicate that traders are adding long positions, but it’s important to consider whether this is driven by spot buying or derivatives.	Technology, Innovation, Future
42. Liquidations are another critical piece of the puzzle. By understanding where large numbers of traders are likely to be liquidated, I can predict where significant price moves might occur. This helps in timing entries and exits in the market, especially during periods of high volatility.	Leadership. Innovation. Collaboration.
43. The collateralization of futures contracts has evolved, with a shift from crypto-margined to stablecoin-margined products. This shift has reduced the risk of liquidation during market downturns, as traders are less exposed to price declines in the underlying asset they are trading.	Innovation
44. Stablecoin-margined contracts have become more popular because they allow traders to avoid the double risk of both their position and collateral losing value. This has led to more stable markets, but it also means that shorts in these contracts are more likely to be squeezed.	Creativity, Innovation, Expression
45. The evolution of the market from BitMEX dominance to a broader range of platforms, including Binance and FTX, has changed the way I analyze data. Each platform has different characteristics, and it’s important to understand which products are driving the market at any given time.	"Innovation  
Technology  
Sustainability"
46. For example, Binance now dominates the market with its futures products, but it’s important to differentiate between the stablecoin-margined and coin-margined contracts. Each has different implications for market behavior, and understanding these nuances is key to successful trading.	Binance
47. When looking at derivatives data, I often see misunderstandings on social media. For example, people might assume that rising open interest automatically means new shorts or longs are being added, without considering the context of how price and open interest have moved together.	Technology, Innovation, Development
48. Order books and order flow are also important tools for gauging market sentiment. By monitoring how orders are being filled and where liquidity is concentrated, I can get a better sense of whether the market is likely to move up or down in the short term.	Innovation, Technology, Development
49. Price action is another critical component of my analysis. While I don’t rely heavily on traditional technical analysis, I do pay attention to key horizontal levels, as these often represent areas where traders have placed significant positions or where liquidations are likely.	Analysis
50. My approach to trading is holistic, incorporating derivatives data, price action, and order flow. By understanding how these elements interact, I can develop a clearer picture of market sentiment and position myself accordingly, always keeping an eye on where risk and opportunity lie.	Trading
1. Good, good, uh very happy to be here. Yeah, it's always been a, I mean there is like layers and layers of lore. Um, I think the earliest lore is like, like my mom went to, uh, I think what's the word, fortune teller, right? Yeah.	"Innovation  
Technology  
Sustainability"
2. And then she was like, yo, you know, read this and then the fortune teller was like, yo, um, you know, uh, he, oh actually yeah something funny was like he first of all he's, he's like this person is going to be a great writer and I turned out to be a [ __ ] poster.	Education
3. And then he was like, uh, he might be successful so like, uh, but there is a problem where people have, are going to go after him, right? So that's like the feds. Um, but he, the fortune teller was like so to protect him from people going after him you have to, uh, let him know to be like humble.	"Artificial  
Intelligence  
Innovation"
4. And soft so like people like don't go after him and then she's like, oh cool so she's like and then he's like yeah maybe you can give him like a cuter nickname or something and then she just called me cat so that, yeah so that's the original lore.	"Communication  
Collaboration  
Technology"
5. I don't feel like there's many cons it's mostly just pros that's like you're, you're whatever you want and then yeah you can say whatever you want like what are they going to do right like they're like yo who the [ __ ] yeah I don't know we can't sue him for futing our backs.	"Technology  
Innovation  
Society  "
6. And then it's like and then yeah I don't know maybe the only con so far is like I feel like a bunch of smaller accounts get intimidated or like think I'm like a trillionaire which I'm not even close to and then like think I'm some like, uh, I don't know they're just like yo, uh, I don't know.	Technology
7. I don't know about meeting this guy like I know he's like like like definitely safe in the J but like you know. Yeah so yeah maybe there is a bit of that but overall I think people generally pretty happy to meet up.	Technology, Innovation, Impact
8. I think the harder to build like deeper connection part is me more so because I travel too much so like I don't really, uh, stay at a place to make like multi-year lifelong friends. Yeah, I don't think I even have friends that I see consistently like throughout like a whole year.	Technology
9. I got an 18 and then I thought I can just buy and hold and get rich but like Bitcoin very from like 3K to 12K like in 2019 and then I was like still super poor so I was like y I need some leverage you know like just maybe like just some.	Artificial Intelligence
10. And then, uh, yeah just got into trading. And then it became much more of like a kind of like a video game Endeavor where it's like I was way more fascinated than by fascinated by why price moved and like figuring it out than thinking about like oh how much am I going to make on this trade.	Innovation
11. I kind of just like had no idea until like sometimes like the trade kind of played out and I'm like oh interesting. Um, yeah that's how I started and yeah and then I, I shared a lot lot of ideas on Twitter, um, and then I was very lucky to have like an actual fund pick me up for a few months.	Education, Technology, Innovation
12. Where I trade a prop for them, um, or traded discretionary, uh, yeah as a discretionary Trader for them, uh, yeah it was really like a bit of Lucky just to like start tweeting randomly and then lucky to have this guy reach out and like yeah he, he was telling his friends.	Technology
13. Y he like autistic kid on the internet that seems pretty good let's hire him, uh, and then I just got hired. This guy gave me a login I logged in and had like 100 Bitcoin in it on bit Max, um, I did okay yeah and then I left went solo.	Technology
14. Uh, in in 2020 yeah. Okay, well the fund was like very interested into like moving the price right like in favor of their position obviously, um, so we we did a lot of [ __ ] like like sometimes when binance went down we were like yo can we shove coinbase spot like.	Sustainability, Innovation, Technology
15. It's like Mark it by like one clip can we just like send this sh like 10% for not, um, so we like just it it's really like de like so degenerate like shove Market see impact shove in different menu see impact, um, like if this if we we're leading the price on.	"Learning  
Innovation  
Technology"
16. Like this venue like which other venue gets ared out first like we actually it it was very degenerative but there also there was also like a it's not quantitative CU like we don't have like computational modeling of like yo if we pump coinbase versus pumping on bitcoin on binance.	Education, Technology, Innovation
17. Like which which one pumps harder like like we kind of have a sense of binance have way deeper liquidity or like we we we we also have shoved on okx quar fatures like these were the biggest products by that back then and then okx was like a great platform.	Climate
18. To, uh, shove price back then because, uh H used to also be big and these was and HBY okx and binance was like very well arbed against each each other, um, and then coinbase Kraken was way more segregated because I feel like there the people that are between Asia and China.	Technology, Innovation, Development
19. And us, uh, they're uncertain of, uh, the stable price of tether so some sometimes even if it's like tether is like 0.99 that's like a massive difference on like if you can AR Bitcoin or not right so, um, while it was very dent and we tried to like.	"Sustainability  
Innovation  
Technology"
20. N and like move the market on bitmax and like all these platforms, uh, we did and up getting a very clear sense of like how this Market worked, um, so the fund did pretty well over all except in, um, in the crash where we actually did short but we, uh,	Innovation, Sustainability, Technology
21. But I I did not, uh, long nor short I I was just flat, um, the the fund didn't do too well but it did okay in Bitcoin terms, uh, but eventually, uh, I left and yeah just did my own got it.	Technology
22. Yeah, to that point. Yeah, what led you to take that leap like what made you say, you know what like let me do my own thing like wasn't like did you think that the opportunity was worth it? Um, because you don't really have a trafi background right like you just join the markets price go up price go down try to figure it out.	Technology, Innovation, Future
23. Your know like what was like the system what was like the process like for you to just like go fulltime dude there there was no process uh like like it was it was just like completely what do you call it like like if you come out of school you have no job and then you're just trading crypto with like few grand you like you're [ __ ] like.	Education, Technology, Innovation
24. I think I was just more a bit of luck and other people just being bad back then. Um, I don't think it took that much to figure like to figure like stuff out or even just to like beat the market right so and I I seem like half of the trading going on is like just super gambling.	Technology, Innovation, Future
25. So it it wasn't too hard to like shine a bit out like out of that pool of Traders. Yeah I I had no logical like decision of like career big picture like yeah I'm going to do this this is amazing for my like I had no idea okay.	"Technology  
Innovation  
Society"
26. No I mean that that's like most people right I mean we just we just kind of have like a gut feel or gut instinct and we say you know what like I feel it in my bones you know just [ __ ] go along do you have like any memorable trades or like like I don't know like memorable moments that like LED you to I guess quote unquote make it.	"Machine  
Learning  
Data  "
27. Uh not really I think I think it it would be pretty surprising to yeah it's always surprising to many people when I tell them like my biggest single trade piano I was like maybe two 300 like okay like not more than that like but I have a lot of those and have a lot of like losses in that range.	"Innovation  
Technology  
Sustainability"
28. But like less often and that's about yeah much less like loss in that most my loss are like much smaller so when I did do trade, um, it was very much just sculp and like like intra days inra weeks like nothing like I I've never held a position for over a month I don't think except Doge which I fumbled anyways.	Innovation
29. What was that Doge trade oh my God uh so me Ali Felman and a few friends we we we had this whole thesis in like mid late 2020 well late 2020 as then like right before the Doge pump we gave up but we were like a significant chunk of like Doge Futures Market where like the entire open interest is probably just us to be honest.	"Sustainability  
Innovation  
Technology"
30. Cuz like I know I personally help over 10% of the the market on Doge and I also made sure to like long a like exotic quarter lease contract where I don't do not have enough bed to get out after a buy right but I ended up getting out anyways because I I was begging like S bankman free to give me a bit OTC to get out of the quarter lease contract that has zero bid after a few months of holding that position.	Climate, Change, Action
31.  But yeah um ouris was like yeah the best shitcoin it's on Robin Hood you know if there's like yeah it's just going to get get driven out by normies like who start getting in right so it played out well just not the trade um when we missed out I don't know we could have I think we collectively missed out on like a few hundred mil.	Technology
32. Yeah yeah it's it's kind of ridiculous cuz at the top like Doge was trading like 200 300 billion dollars a day like more than like National volume of entire like Korean uh Ron FX or some [ __ ] like like like if you H had1 billion do of Doge I I still find this fat ridiculous right because like you can sell one billion of nothing onto the market no slippage like that's insane like you can't like that's just insane.	Education, Technology, Innovation
33. Yeah would would you say like that type of environment is characteristic of like NE Market tops when I mean of course for Bitcoin ether, um, you know you can trade billion without like minimal Sage but for altcoins like is that kind of like how do you think about timing Market tops like identifying like like bottom signals and whatnot.	Education, Innovation, Learning
34. Yeah they tend to go on for a while so it could be a bit deceiving but like, um, yeah like if every altcoin have like so much liquidity like something's wrong right like because at some point um well like like I I don't really I I can't say for every Cy like the coming cycle like maybe the [ __ ] is just like the norm like in the future but partly because.	Technology
35. This this this bottom so far we have had like we consolidate here for a year right and then you look at like like what I would consider absolute vaporware to have multi billion market cap and then that's apparently the Pico capitulation bottom like what the [ __ ] like that's our society is insane like like like it's just a collective what.	"Sustainability  
Innovation  
Technology"
36. Like Collective uh like Pursuit to buy a lottery tickets and D gener trading like and that that somehow just holds the market up right and I mean it kind of makes sense for word the world to go in this direction, um, so it kind of makes sense so and there is way less like, uh, like attractiveness to trading Bitcoin than like s so the next.	Education, Technology, Innovation
37. Like the the top could be like even like probably more ridiculous right so so yeah.	Technology, Innovation, Advancement
1. Yeah, yeah, very, very good today, just had my breakfast. I just trade and I got in 2018, like end of 2018. I think I bought Bitcoin, and it nuked from 6k to 3k immediately after I bought. Since 2019, I just traded and found that extremely fun.	Innovation, Technology, Development
2. For some reason, I felt like I needed to know why prices move at all, and since then, I've just been trying to figure out why this market moves one way or another. And yeah, now here we are, still figuring it out and learning every day.	Technology, Innovation, Education
3. In 2019, after trading myself for about a year, I joined a fund and was shortly given an account to trade on. This experience was key to becoming profitable today, as I realized how to handle larger sums of money and learned the importance of selling into strengths.	Technology
4. Trading with larger accounts during the bear market, I saw the need to sell when there were actual buyers. Waiting until later would mean facing less thick bids and more slippage, significantly impacting market moves. This experience taught me that most moves happen due to larger traders being trapped.	Technology
5. Open interest shows how many contracts are open on a specific product. I recommend focusing on open interest for products that actually move the market. Higher open interest often hints at a bigger move coming, especially on volatile products like Binance futures, where liquidations can trigger significant market reactions.	"Innovation  
Technology  
Society"
6. Liquidations significantly move the market. For example, if we've been consolidating at a low 40k range, a 10% drop would liquidate every X10 long. Understanding where liquidations are likely to occur helps in determining where to take profits or anticipate large market moves.	Trading
7. It's usually a good idea to fade liquidations, especially during massive moves. Liquidations often result in one side of the market being wiped out, leaving the other side dominant. This imbalance can create opportunities, particularly in the short to mid-term, to capitalize on market overreactions.	Sustainability, Innovation, Technology
8. I always look at order flow throughout the day to understand what's going on in the market. Whether shorts are building up without closing, or if the market is neutral, this helps me gauge whether I have an edge or should stay out of the market.	Education, Innovation, Technology
9. Horizontal levels are crucial because they represent where traders' P&L is impacted the most. These levels also correspond to where traders get liquidated, where stop losses are placed, and where entries are made. I focus on these levels to anticipate significant market reactions.	Technology
10. While I don’t draw lines, I’m aware of where traders might have them. Horizontal levels are essential because they represent key price points that affect every trader’s P&L. Knowing these levels helps me predict potential price moves, especially when the market reaches or breaks these points.	Technology
11. I pay attention to where traders might get liquidated. For example, before a move down, if we’ve been sideways at 42k, I know that a drop to 38k could trigger significant liquidations. Monitoring these levels helps me anticipate reactions and potential buying or selling pressure.	Technology
12. TA isn’t something I rely on heavily. I’ve never needed RSI or MACD to be profitable. I use my system, focusing on understanding market behavior and leveraging key levels where traders might react. This approach has been effective for me without the need for traditional technical analysis tools.	Technology
13. After Tesla’s Bitcoin purchase, I was cautious about taking positions. I wasn’t sure if another big company would follow, which would have kept the price up. I waited until after the market nuked in May, which confirmed it was leverage, not another big buyer, driving the price.	Climate
14. Knowing where liquidity is in the market is crucial for capturing significant percentage moves. Liquidations are a key driver of price movements, so understanding where traders might get liquidated helps in anticipating where the market will move and taking advantage of those opportunities.	Technology
15. It’s important to realize which futures contracts are moving the price. Futures often lead the market, so knowing which contracts are driving the price is essential for trading effectively. Binance futures and Binance coin margin futures, for example, have been dominating lately, making them critical to watch.	Health, Climate, Innovation
16. FTX products have different characteristics compared to Binance futures. FTX allows for mixed collateral, which can be risky, while Binance futures are generally safer with stable coins. Understanding the differences in these products helps in assessing how they impact the market and where the risks lie.	Innovation
17. In January 2021, after Tesla bought Bitcoin, the market was very bullish, with thick bids on both spot and derivatives. Over time, these bids started thinning out, which was a warning sign. As the bids disappeared, the market became more vulnerable, leading to the significant drop in May.	Technology, Innovation, Impact
18. Order books give insight into how much sidelined money wants to buy the dip. When bids start thinning out, it’s a sign that the market might be running out of buyers. This was evident in early 2021, leading up to the major correction after the Coinbase IPO and Tesla news.	Strategy, Innovation, Growth
19. I use platforms like TradingView, Coinalyze, and Skew for tracking open interest, order books, and funding rates. These tools provide critical data for understanding market sentiment and positioning. TradingLite is another tool I use to monitor order books, though I don’t look at it every day.	Health, Nutrition, Fitness
20. I chose my online persona and cat avatar intuitively, something that resonated with me. The cat image was shared by a friend, and it just felt right. Over time, I became known for it and even commissioned artists to create more images, which became part of my online identity.	Identity
21. Unisocks are a collectible item that started in DeFi and are now trading at high prices. They’re like other NFTs and collectibles that have become popular in the crypto community. While they might seem ridiculous, they represent a piece of crypto history and have built their own niche community.	Technology
22. These collectibles often lead to communities, like the Mooncat Discord or the Unisocks Telegram chat, where people connect over their shared interest in these items. It’s a unique aspect of the crypto space, where ownership of digital items creates a sense of belonging and connection among participants.	"Innovation  
Technology  
Development"
23. When it comes to trading, I advise younger traders to take risks because they can recover more easily from losses. For older traders, it’s better to avoid leverage and be more conservative. Trading is mentally taxing, so it’s important to assess your mental state before making decisions.	"Leadership  
Innovation  
Strategy"
24. I always analyze my mental state before trading, checking if I’m tired, angry, or in a good mindset to make rational decisions. This self-awareness helps in avoiding mistakes driven by emotions and ensures that I’m making decisions based on data rather than impulse.	Education, Technology, Development
25. My Twitter handle is @CL, and E-girl Capital is a group of friends who fund projects and commission art. We use our profits to support artists and streamers without asking for promotion in return. We’re also exploring fashion and other creative projects in the future.	Tourism, Awareness, Sustainability
26. There’s a Bloomberg article coming soon about E-girl Capital, which will be interesting because it’s the first time a group of anonymous people like us has been featured. It’s going to be hilarious, and we’re looking forward to seeing how it turns out.	Education, Technology, Development
